idx,sar_id,obl_id,eli_id
67,1195570692596600832,,1195555040695668741
68,1195555344606466054,1195556644211580928,
69,1195563797328457728,1195564473920000001,
70,1195543228671545344,,
71,1195569437803503616,1195569650085568512,
72,1199352470096494593,,1199344302586908673
73,1195570435078926337,,
74,1195563627836772352,1195564640790601728,
75,1195237965133275136,1195312684708909056,1195222622881144832
76,1199347595711090689,1199356191274651648,1199152601893343238
77,1199342857229758464,1199342986888265728,
78,1199343314840899585,,
79,1199349989446705157,,1199349714111619072
80,1199328758970421248,1199348449382039552,
81,1199340072434225155,1199342903409033221,
82,1195565682311729152,1195565799173476352,
83,1199342926972669953,,1199341067306356736
84,1199304551943172101,1199348911846166528,1199174009310584832
85,1195582985569013761,,1195495354847956993
86,1195576894655279105,1195582043423432704,
87,1195517758256996352,1195554212488384513,
88,1195569778288672769,,1195438264985018374
89,1199331927561396224,1199334689242320896,
90,1199336594236305411,,1199264946925604867
91,1199324770396975105,1199329007428415489,1199013677489373184
92,1199340947458281473,1199349402046889985,
93,1195304037458960384,1195558184162742272,
94,1199339309947424768,1199342731811639296,1199339116787159042
95,1195572722392190977,1195572863442407424,1195571668338364417
96,1199355333170339840,,1199035770956394496
97,1195571379061456896,,
98,1195545205749026817,,
99,1199152577184780293,1199332812630790146,
100,1199268608196698112,1199292690300645376,1199145313598136325
101,1195568717914157056,,
102,1195563916652400640,,
103,1195565324990656512,,1195564947465474049
104,1195033027560128517,1195234203568181249,
105,1195559583286222849,1195561751867097089,1195372979732893696
106,1195566055780839424,1195566408496795650,
107,1195564871074500608,1195565089811619840,1195564693441499136
108,1199355473738313729,1199355870079049728,
109,1199051513513033735,,
110,1199355955625914368,1199356556506103808,1199155532168196097
111,1195577242232864769,,
112,1195563017821282305,1195565124779569152,
113,1199349482737012737,1199356777298575360,
114,1199357927913611267,,
115,1199343356301565953,1199344170285981698,
116,1199277265328201729,1199358362846158848,1199097745371516929
117,1195561387315081216,,
118,1195571226657181696,,
119,1199331340442750983,1199334267865698304,1199322231307939841
120,1195556245060702208,1195562989111463937,1195513473091997699
121,1199352583002849280,1199354019065540608,
122,1199310514079387648,,
123,1199353880632582144,1199354164452544512,
124,1195561828908183552,1195565002498957312,
125,1191525411659796480,,
126,1199229112172400641,1199324071714066437,
127,1199057338377867265,1199334479715848192,
128,1199083896157065217,1199324463222812673,1198693776501477376
129,1199231564271562752,1199341118199959552,
130,1199023209951191041,1199035741445271553,
131,1195508982560874501,1195514765927256066,
132,1199347865924993025,,
133,1195573409750478848,1195573763405942785,1195571853152149504
134,1199347315984584705,1199349710537940992,
135,1195556454775820289,,
136,1199146311620218880,,1199142946483900417
137,1195197584610152448,1195558449893036032,
138,1195442776286081024,1195443269762719751,
139,1195557562957139973,,
140,1199322102962282499,1199343197035433986,1199321778914504704
141,1199325570175295489,,
142,1195450272090222593,1195560975656722432,1195449952572297216
143,1199318335919251456,,1199317612997439488
144,1199341685806788609,,
145,1195568374840987649,,
146,1195480114701754368,1195506080018817024,
147,1195559821329567744,,1195476863344230400
148,1199348331840970752,1199349223269044224,
149,1195484145893466113,,
150,1199206181882994688,,
151,1199329230045220864,1199329359510659072,
152,1199062701986721792,1199343265004130305,
153,1199358053793046528,,1199035256843784193
154,1199350780928647170,1199351406794280961,1199348915662929920
155,1199336056853630979,1199354547640008705,1199199997662642178
156,1195504613983735808,1195552754560913411,
157,1199315748986015744,1199328658315468800,1199289163092246528
158,1199335005731749888,1199352200725708800,1199332394731524096
159,1199352042151501825,1199353011622928384,1199337466760581120
160,1199339510078697472,1199340323610083329,
161,1199353184432664576,1199353732464627712,
162,1198995180302544896,,
163,1199204782520430592,1199316629974204416,
164,1195421882708717568,1195561601908105216,1195420929947389952
165,1195556531355426816,1195557668653608961,1195555867657166848
166,1195582354040995846,,
167,1195578544560074752,1195579555114733569,1195577571548618754
168,1195558845210189825,,1195513931881680901
169,1199341007969501185,1199343407971201024,
170,1194047353134694403,,
171,1195573050458030082,,1195546706525356033
172,1199357754990878720,,
173,1199245631459606528,1199247780738453504,1199221645094916096
174,1195568788277587968,1195571403975585794,1195567533929185280
175,1195524950704230401,,1194976004743344128
176,1199246412053176320,1199341886848172032,1199245530150383617
177,1199144724478562304,1199150195008651265,
178,1199352250969100289,1199352790465859584,1199351132964962304
179,1199341358521053193,1199344625917411328,1199236564804603905
180,1199346893135892482,1199348245748690944,1199208518487887873
181,1195570686980431872,,
182,1199323326931492869,1199348771504578565,
183,1195545636311097344,1195546276680519680,1195524910107389952
184,1195583376834617345,1195583916247322630,
185,1199352057683070976,1199355579031904263,
186,1194756989189939200,1195384134685921280,1194696482865254402
187,1199356278453219333,1199356989870149632,1199142523723272192
188,1199346623895068679,,
189,1199017123445690369,1199356294932684800,
190,1199343553685544960,,
191,1195423592386908160,1195576386930409472,
192,1199352864126177280,1199353294327615488,
193,1195454717029232645,,
194,1199227702278012928,,
195,1199350844379918336,,
196,1199341632962719744,1199345604922445826,1198979660165472257
197,1195559010398662657,1195559226988355584,1195409491174383616
198,1195555541730217984,,
199,1194645801709916161,1195398723808849921,
200,1199345891355676684,,
201,1199358133921079296,,
202,1199340956832501767,,1199335942290468864
203,1195568579338485760,1195571424745971714,1195567192626081793
204,1199285452160872448,,
205,1199296844356042758,1199351198601687040,1199290527532933120
206,1195500713209675778,1195503269017206794,
207,1199338438639546374,1199348194691309569,1199089992418627585
208,1199298533695713280,,
209,1194869023256850433,1194948602914840576,
210,1199351166527688704,1199357489558327296,1199348124109508608
211,1195360003953176577,,
212,1199354578547789824,,1199341522119876613
213,1199347583270809601,,
214,1199294998241411072,1199345407974768641,1199178064548073472
215,1199337559068827648,1199342154809671688,
216,1199351298144919552,1199351793513222144,1199350979738525697
217,1196988200784465925,1197010009219096576,
218,1195517525280337922,1195569158982905856,
219,1199082422941306880,,
220,1199346227847913472,1199346231765426178,1199346224060452866
221,1199340187509121033,1199340443600687104,1199334356134707203
222,1195524793023385600,,
223,1199358425789894656,1199358685195063296,1199301194889302016
224,1199261720826597377,1199349035271905280,
225,1196723821413355521,,1196521813943226375
226,1195351956065267714,1195360071003324417,
227,1195452339940933633,,1195430344364826624
228,1199348455585435649,,
229,1195454161539813381,,
230,1195497537697959936,1195500964129599488,
231,1195107712310415366,1195502766602493953,1195074833484328962
232,1199335246413492225,1199353726261190656,
233,1195544641115951104,1195581114460655617,1195543576186363905
234,1195559694825402368,,
235,1199350186990088193,,
236,1199353825917714433,,1198945834458664960
237,1195570234012225536,1195572856542965760,
238,1199355934860034050,1199356936015241216,1199328091434344449
239,1199154719081586688,1199291570119462914,1199138702888505345
240,1195504298521550848,,1195462442014388224
241,1199302389905256448,1199330851764486144,1199066729411993601
242,1195419940863516673,,
243,1199135613946957824,1199150431374471168,
244,1195016194320822272,1195580800114147329,
245,1199327293060988928,1199335038845767685,1199299274640543744
246,1199354407621734401,1199355295102914561,1199299137604337665
247,1199356374993580033,1199356646763438080,1199356033979863043
248,1199345085302730752,,
249,1199354503738413056,1199356630737010689,1198391731978412033
250,1199350643732795392,1199352037508571142,
251,930521729331531776,,
252,1199322803415265282,1199353863112818689,
253,1199343942367494144,,
254,1195557540379025408,1195557737578426368,1195556856204156928
255,1199160285770108929,1199212610727469056,
256,1195567888456802306,1195570543887634432,1195566642283139072
257,1195571613523206144,1195571905576742912,1195469112136421376
258,1195576469965213698,,1193975216294256640
259,1199341744912908290,1199342174367703041,
260,1195448328340692992,1195472923332501504,
261,1195450774387666945,,1195447363252436998
262,1195549626818027520,1195563891100733440,
263,1195555144882151424,1195556509154975751,
264,1199339368684474375,1199351512562126850,1199297016892940289
265,1199343399385452547,1199351603809202178,1199335157867532289
266,1195560882056523776,,1195553648333524997
267,1199112563847417856,,
268,1198986537758674944,,1198983015050993667
269,1199339956436488193,1199340194349977602,
270,1195504147837128705,,
271,1195559240095715328,,
272,1199251593369137153,,1199227231618375680
273,1199310953076154371,1199333521342361601,
274,1195496542683058178,1195574970128093184,
275,1199327330411241473,1199341405551747073,
276,1199351594313224193,,1198680977255460864
277,1195436797674885120,1195437603039989761,1195436187185532931
278,1195556842669260800,1195557215144419328,1195556404343517184
279,1195566890577354753,,
280,1195574511027965952,1195575159609970690,
281,1195338516688850946,,
282,1195529876016631808,1195556648540155906,
283,1199345555001860098,1199345799030697991,
284,1195579897344741376,,1195526796256501760
285,1195560934300884992,1195574457764462592,1195544014843523072
286,1195505159880593408,,
287,1199357706202681345,1199358027297644544,1199356964830171136
288,1199316148086595584,1199346123606913025,
289,1195559663833624576,,1195559273905999872
290,1195482517328941056,,
291,1195499221513670656,,
292,1198259793686859779,1198315477954527232,
293,1195565218878746624,1195565292224733184,1195558711735001090
294,1199341184180604930,,
295,1195568353735323649,1195574133385580544,
296,1195559479061803008,1195561307468173314,
297,1195550610738810880,1195559983427010560,
298,1194656412929908736,,
299,1195535839347933185,1195549689388490757,
300,1195555956928794624,1195564658641514497,
301,1195547186601299968,,
302,1199358930058711045,1199359269352681472,1198616553287278592
303,1199350300596813824,1199350598002298880,1199350076893609984
304,1194839467611193344,1195011286796525568,
305,1195511533876338689,1195541273463136256,
306,1195566942683308032,1195567244077604864,
307,1195580213759029249,,1195579674065276928
308,1195571119534702592,,
309,1199343992606838784,1199356032696217600,
310,1199179639102402560,1199306167538900992,1199163292125581312
311,1199129345144451077,1199299150925434881,
312,1199346430046949377,,
313,1195567409148649475,1195567570318872576,1195566782737596417
314,1195324291937685506,1195454151905419270,1195320743921438722
315,1195568899569463297,,
316,1199350179767320584,,1199348562498183177
317,1199335246354878465,1199349662773391360,
318,1199353294537314305,1199355122796527616,1199353175481995265
319,1199294067861004289,1199295448865005575,1199287579209879552
320,1195557669341466625,1195562741794258944,
321,1195220458775416832,,1187234298291576832
322,1199347434515767296,,1199326734694469632
323,1195578381770919936,,
324,1195538409449836544,,
325,1195542372618248194,,1195540596049530886
326,1195578153357467648,,
327,1199339927055372290,1199358577569337348,1199087836928073729
328,1199044848218718209,,
329,1195577069372989442,1195578676105994240,
330,1199357787031187456,,1199357274633863168
331,1195567128843300864,1195568538746052612,
332,1199349225550729218,1199351935553429505,
333,1195571722180845569,1195572521992515585,
334,1199340297978707968,1199342050761510914,1199326374449885184
335,1195581901827977216,1195584259903258625,
336,1199345329566437377,1199346580437909506,
337,1194719075827638273,1194957895718383616,
338,1199303313004605443,1199330184987586560,
339,1199339429711765504,,
340,1199326977896804352,1199329443355013120,
341,1195573541967581184,1195574256517574656,
342,1199339178179227648,1199341559029719040,
343,1195447601035804672,,
344,1199353450611519489,,
345,1195373147832238080,1195485990422372352,
346,1199331996373323776,1199347320652910596,
347,1199350503282532353,1199352049051295744,1199343462430068736
348,1195557506077974528,,1195309606194552832
349,1195566057399955456,1195566525169782784,1194101567663804416
350,1199182840317009920,1199184466863906816,1199165352850141184
351,1199218344479592448,,
352,1199154620179849217,1199162215158493184,1199017497766375424
353,1199216820680581120,,
354,1199344277723086848,,1199343933618147331
355,1195562565969088515,1195562715617607680,1195545787020849153
356,1198719694343168002,1199235467868196864,1198369886654926854
357,1199346121367097344,1199348344302133253,
358,1197244955628068871,1199114427074789377,
359,1199291433905262592,,
360,1199340606788472844,1199341266963615747,
361,1199331226491981825,,
362,1199184482034688000,,
363,1199324688020836352,1199325810643083266,
364,1199348805415489537,,1199121125982326784
365,1199355879184691202,,1199145748862046210
366,1199355284118032386,1199357272499118085,1199352250046582786
367,1195569701469880320,1195570379328065536,1195565886259658753
368,1199316865106923524,,
369,1199344522225803265,1199354286376919040,
370,1195520288408125440,1195534529060069377,
371,1199328288373661703,,1199261884177887233
372,1195570549734461440,1195570930807955456,
373,1195567361660719104,,
374,1199192829223829504,1199326102352621568,
375,1199335612290981888,1199340170446692352,1199321799047237632
376,1195572388928327681,,
377,1195204025114718210,1195536737885466624,
378,1195482377608409095,1195497327009714176,
379,1195557167836934144,1195559692455559168,
380,1199340835415846912,,
381,1199340128809844739,1199341091868119041,1199330552328970241
382,1195568764215058432,1195570257538273280,1195567479680094208
383,1195555058814873600,1195557463677792256,
384,1195551278761467904,1195555187550806016,
385,1199284008930070529,1199288768240373760,1199242942147260416
386,1195572168266006528,1195572659024801794,1195468913045377024
387,1195485106657529856,1195557347093078021,1195439469379407873
388,1199355779888877568,1199355994872131584,
389,1195509934919540738,1195557711133364224,1195150678173327360
390,1199337293586354176,,
391,1199351595730907137,1199351998224707589,1199351501723971584
392,1199341773731979267,,1196805486907052033
393,1195553672018767872,1195555114230206469,1195553304907960320
394,1199354126003507200,,
395,1195562873113784321,,1195562216721965058
396,1195542543737466880,1195542988967096325,1195541525494730752
397,1195575629137272832,1195575775396806656,1195575071986929664
398,1199359252382568448,,
399,1199336359774715906,,
400,1195581052280070149,,
401,1199343133269479424,1199343518725992451,
402,1198992101297528832,1199346881328898050,
403,1199347940172500999,,1199347135755563008
404,1195558128256983040,1195581936686784512,1195535812357738496
405,1195570259278721024,1195570671692107777,1195564211511783425
406,1195341058592231426,,
407,1199295568050307072,,
408,1199336978182918146,1199348257924603904,
409,1199350174289580033,,1199338267440799744
410,1199343419547455489,1199348787489079296,1199338367890022400
411,1195535036637995009,1195576423844470784,
412,1199334462317899776,1199342190092115971,
413,1199347820194480128,1199349411530211328,1199283612346179585
414,1195540997331177472,1195543729102176256,
415,1199335614275104768,1199356409030291457,
416,1195493731664723968,1195576181174800385,
417,1199270235154595841,,1199114769720119297
418,1195332654238822400,1195557394434142208,
419,1195527006437273601,1195559379832934400,
420,1198952068859486208,1199355970280931329,
421,1199150073323634689,1199267251993616385,
422,1199338318942466048,1199338981705388033,1199335867929677824
423,1199347828482404352,,1199115259413319680
424,1199352071352393728,,1199345262147203072
425,1195567761285627905,1195569084903120896,1195410170869886976
426,1195580531276230656,,1195577537730138112
427,1195583471919321088,1195584015970947073,1195582832124448768
428,1199345241288892418,1199348099174588417,
429,1199284627237568513,,
430,1199337205308760065,1199337545840152576,1199122801170558979
431,1199270340750299138,,
432,1199168178665877506,,
433,1199261127202312192,1199359221772349447,
434,1199220649459376129,1199305269957873664,
435,1199345420805132295,1199345812125302784,1199344985289547780
436,1199354777827729408,1199356463740665856,
437,1199269043057889281,1199356997226913798,
438,1199354095414521858,1199354981792526348,1199260002478968832
439,1199321996586299394,1199344025418907648,
440,1195577748829245440,1195579038275981312,1195575068635602944
441,1199301341140705282,1199305435226001409,
442,1195469907250409472,,1195436537191845891
443,1199135669307805702,1199319698875338755,
444,1195186687585869825,1195575501789835264,1194865081399549952
445,1195574180231536640,1195574996459872256,1195569934677315584
446,1199349250422902784,1199351730942676992,1199349063612686337
447,1195569937869344772,,
448,1199191848817872897,1199295177950556160,1198889011370086402
449,1199337923377655808,,
450,1195522398134718464,1195558528867545088,
451,1195565494595706885,,1195565278790389760
452,1199320891223683072,1199335665403432961,
453,1195351302827626496,,
454,1195575556667887617,1195581064271421440,
455,1195561481506410496,,
456,1199352774984523776,1199353391962443776,
457,1195216080513327104,1195563846921904129,1194996976670167052
458,1195577157902143491,,
459,1195575480805658624,1195576880801484800,
460,1199358000642842624,,
461,1199353909388529664,1199356125801435137,
462,1195458120958562310,1195574322011746305,1195150678173327360
463,1199345485124734976,1199346458035548163,
464,1199349173386194944,1199349313002000384,1199347670415896576
465,1195454674675130368,1195559780284346375,
466,1195484121369382913,,
467,1195564528055963649,1195564853441761280,1148967630142754816
468,1195568307132227585,,
469,1199357747692736514,,
470,1199118883380219904,1199334561173233668,
471,1199352486655660032,1199352667421782016,
472,1199350043267883009,1199351876623511552,1199342243154284544
473,1156279813310734336,1199338618608848896,
474,1195583236090413057,1195583315207585792,1195583003679805440
475,1195437021898014720,,
476,1195495245925896192,1195496060757647360,
477,1195413332246720512,1195463383572762624,
478,1199099249297739776,1199139691473358850,
479,1199328986251300865,1199353946382438401,1199324296352538624
480,1199345748409585677,,1199344811561480193
481,1195560427842932737,,
482,1195578256902123521,,
483,1199234302267011077,1199352352605691904,1081598051322679297
484,1199195907092369414,1199342421957468160,
485,1199000753592881152,1199129992292122624,1198769141462839296
486,1199341558346088451,,
487,1195567285236166657,,
488,1199299125579259904,1199344623203651584,1199209211470565380
489,1195573416687849472,1195574093296230400,1195572140809940993
490,1195305037519605760,1195418025685667840,
491,1199296264946507777,1199296603196153856,
492,1199339712462409728,1199339980868354050,
493,1199342274183753728,,
494,1195558687605239808,,
495,1195304660036403202,1195334515834720261,
496,1199327152208056320,1199334575643807745,
497,1195522838695829506,1195559967526252546,
498,1195564665125920769,1195565535800352768,1195557643714064384
499,1195567596298493952,,
500,1195570610396467202,,1195565194983817216
501,1195038587370098688,,
502,1199341726646669312,1199344424024592387,1199337576198361097
503,1199337673208614913,1199338993810210820,
504,1195564490286231552,1195564886727639040,1195564212954624000
505,1195578830947115008,1195580446433693697,
506,1195440942137917445,1195471876526616576,
507,1195580571763826691,,
508,1199325472720670722,,
509,1195410006222495746,1195501668009332736,
510,1195545743014055936,,
511,1195559566332829697,,
512,1195548720835768321,1195550120756072448,1195531319066943488
513,1195571511324794886,1195574398071083010,1195515251006955520
514,1199344802506035202,1199345525453017088,
515,1199347177828438018,,
516,1199336593355526146,,1199293624434847745
517,1198788733455216640,,
518,1199353328439836672,1199353759341654016,1199338527642669058
519,1195475781964709893,,
520,1199338004160139264,1199340068336365568,
521,1199204506422202368,1199321430976012289,
522,1199026608952229889,,
523,1195453389271969792,,
524,1195564848555397120,1195565426186436609,1195562510625017856
525,1199308774584061959,1199311524982087681,1199272992653615105
526,1199347297944911875,,1199298663467626498
527,1195527763513528320,,1195500876993114118
528,1199347943607848960,,
529,1195573266930384896,,1194836319433719808
530,1199348573613121543,,1199327317400653825
531,1199349212628094976,1199350146565312516,
532,1195564586327531520,1195579330094653447,
533,1199343090391085057,,1199340601952489473
534,1199234712989921281,1199234997409873921,
535,1195571206109294592,,
536,1195365700396896256,1195378038864830466,
537,1195324087503085568,1195531719874617344,
538,1195503055984308224,1195555357122322432,
539,1199344047325765635,,
540,1199347363510247424,1199347955599175680,
541,1199320236354408450,1199328395009679362,
542,1195436861411512327,1195450732398497795,
543,1193347268721565696,,
544,1199338424093659136,1199344508837580801,1199329840274509824
545,1197897725427298309,1198213120801550338,
546,1199330738824450048,1199344697958748165,
547,1195563933194706944,1195567574119043072,
548,1199352016386117638,1199352381831561218,1199351121522900999
549,1199342308925136896,,
550,1199357539407859712,1199358273872285696,1199357035877302272
551,1195401504049385472,,
552,1199341315080671235,,
553,1195553588006682626,,
554,1199355631653621760,,1199354737373499392
555,1199175229374943232,1199177403928588289,
556,1199013825686556672,,1198688595415986176
557,1195566806582382593,,
558,1198977566239068161,,
559,1199199914842083329,1199338222184206336,
560,1199209688715419650,1199341511671857159,
561,1195410521517723649,1195535320990617602,1195374302901755904
562,1199341953340428289,,1199336292791672843
563,1193836495892692994,,
564,1195582693976629252,1195583084181303297,1195582487155621888
565,1199339290938892288,1199339595504087042,
566,1195425253079556096,1195553853997015040,1195407304444694529
567,1195578370765008897,,
568,1195487072691392512,1195545485148327936,
569,1195557122228011008,,
570,1199353749992624131,,1199353532203372545
571,1195562958115393536,,
572,1199307781750296576,1199349039084343302,1199284804384108546
573,1195419852749578240,1195529712724041728,
574,1199344414620962816,,
575,1199346065805172739,1199353602097209344,
576,1199345038230085632,1199345492250914819,1199343718932738050
577,1195552235700113410,,
578,1199226656948248576,1199231212671291394,
579,1199351550348414979,1199354993024753666,1199350412295294978
580,1195530054630985728,,
581,1199340705379803136,1199341115108839430,1199340461552390144
582,1199350919273598976,,1199005715303739397
583,1195540805693386752,1195543413149618177,
584,1199340458108837889,,
585,1195544677862105088,1195552718590492677,1195413316363071489
586,1195537181692940289,1195565689085415425,
587,1199348243852742660,1199348294729617408,1199345384117522433
588,1195558806752649216,,
589,1195565366161891328,,
590,1195555734924255232,1195571516865470464,1195554771840749569
591,1195212277328293888,,
592,1195445885880156160,1195456257701879810,
593,1195491973949480961,1195573040182112256,
594,1199345721184378880,1199346495322914816,
595,1199324344234602497,1199339540449595392,
596,1199277713355345920,,1199095304177500160
597,1195563063069552640,1195565766134755328,1195556003632308224
598,1195542975134044162,,
599,1199347822107086848,,
600,1199343507497865217,,
601,1198997771757522944,1199313512339775488,
602,1195567645313110016,,
603,1199345467886170112,,
604,1195562126875615233,1195571480991584256,
605,1199137706921615360,1199142264179757058,
606,1195413040134524928,1195433884973965318,
607,1199344783015038981,1199349207812866048,1199311210581245952
608,1195561227562422278,1195568469699371008,1195339245939908608
609,1199216747989127168,,
610,1195356175862239232,,
611,1195565518435966976,1195567791690014721,1195559000516939782
612,1199348276505407488,,
613,1199347930160721926,1199349569290723328,1199347532930764801
614,1199352306464153602,1199352506545033217,1199351998665183240
615,1199358084658999296,1199358160903065605,1199357350865522688
616,1199342861495308289,,
617,1195565973492793344,1195566267383500800,
618,1199146501781544960,1199340118114357249,
619,1199337297373732864,,
620,1195557497840390144,1195557706645458944,1195527035130503168
621,1199327078434230272,,
622,1195557038207537152,1195566717151236096,1195551111106588672
623,1195582499532886016,,1195569940905902081
624,1199210054437629952,1199317742827892739,
625,1199188628976500738,,1199183343507714048
626,1195575838676156416,,1195196044105138178
627,1195555318794792962,1195555550458720256,
628,1199352168899198977,1199352629546995712,
629,1195582333740572673,,1194841925809033218
630,1195557926678646784,1195560557446754304,1195532007888961536
631,1199346427706527747,,
632,1199081090486435840,1199089102097960964,1199071028309372937
633,1199194296622206981,1199200277125124096,
634,1195579402391867393,1195583888766251008,1195478693889683456
635,1195523311733592064,,1195521104304955392
636,1199341572124315648,1199344998157705225,1199340587314343937
637,1195210279308673024,1195212721169371138,1194866448490885120
638,1195580205382930432,1195580527899824128,1195579554754158592
639,1195527748585951234,1195530250530312194,
640,1195573579443843072,,1195067257363320832
641,1195556427013578752,1195557355720728576,
642,1199340490866356227,,1199339923494457346
643,1195568302468292608,1195570583192395776,
644,1199066515716349952,1199357832606433280,
645,1199311708021506053,1199328405684183041,
646,1195536213307904001,,
647,1199008831289749504,1199258755109548033,
648,1199246655226368003,1199339793185935360,1199150387380543488
649,1195200670875320322,,
650,1199295869436211201,,
651,1195568066983124993,,
652,1199290710870102016,,
653,1199347652732653569,1199348353609240576,1199298285997043716
654,1199332882461986817,1199336063363375104,1199311428701892614
655,1195554798390693888,1195565647549222912,1195434659330580480
656,1195580510531141632,,1195572782815498242
657,1195467027416264704,,
658,1199227718602231808,1199312218199859200,
659,1195571076429803521,,
660,1195417948015538176,1195494350958088192,1192924451702214657
661,1195513366292377600,,
662,1199240023373205504,1199293683721539586,1199236395438489601
663,1195583957557030912,1195584265318088707,
664,1195545925898448896,1195560228944670720,
665,1195562276771614725,,
666,1199331189565378561,1199341983866605577,
667,1195486183972716544,,
668,1195509692333744128,,1195463263036825601
669,1195576308756926466,1195576564869558274,1195574121783889921
670,1195568857525694465,,1195546583720435714
671,1199349017559343104,1199350690822467584,
672,1199350085705850880,1199352173202554880,1199349556342902787
673,1195584833507987457,,1195584750045429761
674,1199337278461493248,1199339892838322177,1199318676262051840
675,1195109082534989828,1195512054620315652,
676,1198285630872150018,1198312608555765763,
677,1195557198773903360,1195558137169948679,1195553659662278656
678,1195571987252314112,1195575940035690496,
679,1195520796803895297,1195546561515667456,1195504996994949120
680,1199157942400036865,1199258497554231297,
681,1199350280510476289,,1199323000463642626
682,1199340959932137475,1199343219277885444,1199142587661074433
683,1195562251274592256,,
684,1199354236372312064,,
685,1199354254336483329,,
686,1199106219203584001,1199272684498116608,
687,1199345901136830464,,
688,1195367770130669573,1195378412216561666,
689,1195571639913725952,,
690,1199331682043740162,1199342800245886977,
691,1199343745671417857,,
692,1199350848385683456,1199351431393886208,1199349054012035072
693,1199299486222344193,1199347993930956801,
694,1199339305379827714,1199341553069637635,1199005089610031110
695,1199203811925073920,1199343846309543941,
696,1195475315717484544,1195560221151768576,
697,1195137432058040320,1195360937081032705,
698,1195557235130294272,1195557364214239232,1195557043735859200
699,1195539016189456384,,1195526214695489537
700,1195504595038081024,1195505391024693249,
701,1195567823281516546,,
702,1196141194960670721,1196462952397840385,
703,1199349884001779712,,1199349461035544577
704,1198382923373662211,,
705,1199345533740974080,1199347933520384001,1199341177171955713
706,1199343483841957889,,
707,1195425161312256000,1195553761491668993,
708,1195429146672926720,1195446212515647488,1195053002345738240
709,1199348095974199298,1199348189372928002,
710,1199347067778289670,,1199294384249815047
711,1195556714214576128,1195557129333223424,
712,1198995073884729345,,
713,1199324393928896513,1199348462786973696,1199201856301477890
714,1199095100309159937,1199224739572715520,1199051211636400129
715,1195306035663245312,,
716,1199345443324301312,,1199332395457155072
717,1195577197714714624,,
718,1195514639985106945,1195538055676878849,1195449325163143168
719,1199343113447206915,,1199341442075807744
720,1195560053056720896,1195560515897982978,1195531339866542080
721,1195528443670208512,1195576029672177665,
722,1195563381412941824,,
723,1195579656612827136,,
724,1195564647765569537,,
725,1195567344451325952,1195569073079275520,1195566440163631105
726,1199237801016995840,1199344608993349639,
727,1199352881280946179,,
728,1195572264357548032,1195573189839085568,1195570266413391872
729,1195540937402966016,1195559032867737605,
730,1199346952300720132,,
731,1195570066038771714,1195571470073643008,
732,1199354698547023872,,1199173415418171393
733,1199333673545302016,1199352620542021637,1199055672782008328
734,1195563143700926464,,
735,1199341820292956171,,
736,1195334508926648320,1195553264760238080,
737,1195562128507383808,,1195561863406206976
738,1195447905714204672,1195463542352138240,
739,1195571766846017536,1195573144897101824,1195180674946342912
740,1199346296445796353,,
